CCAA;Viajeros_y_tasas;Periodo;Total
06 Cantabria;Viajeros transportados;2018M01;.
06 Cantabria;Viajeros transportados;2017M12;.
06 Cantabria;Viajeros transportados;2017M11;.
06 Cantabria;Viajeros transportados;2017M10;.
06 Cantabria;Viajeros transportados;2017M09;.
06 Cantabria;Viajeros transportados;2017M08;.
06 Cantabria;Viajeros transportados;2017M07;.
06 Cantabria;Viajeros transportados;2017M06;.
06 Cantabria;Viajeros transportados;2017M05;.
06 Cantabria;Viajeros transportados;2017M04;.
06 Cantabria;Viajeros transportados;2017M03;.
06 Cantabria;Viajeros transportados;2017M02;.
06 Cantabria;Viajeros transportados;2017M01;.
06 Cantabria;Viajeros transportados;2016M12;.
06 Cantabria;Viajeros transportados;2016M11;.
06 Cantabria;Viajeros transportados;2016M10;.
06 Cantabria;Viajeros transportados;2016M09;.
06 Cantabria;Viajeros transportados;2016M08;.
06 Cantabria;Viajeros transportados;2016M07;.
06 Cantabria;Viajeros transportados;2016M06;.
06 Cantabria;Viajeros transportados;2016M05;.
06 Cantabria;Viajeros transportados;2016M04;.
06 Cantabria;Viajeros transportados;2016M03;.
06 Cantabria;Viajeros transportados;2016M02;.
06 Cantabria;Viajeros transportados;2016M01;.
06 Cantabria;Viajeros transportados;2015M12;.
06 Cantabria;Viajeros transportados;2015M11;.
06 Cantabria;Viajeros transportados;2015M10;.
06 Cantabria;Viajeros transportados;2015M09;.
06 Cantabria;Viajeros transportados;2015M08;.
06 Cantabria;Viajeros transportados;2015M07;.
06 Cantabria;Viajeros transportados;2015M06;.
06 Cantabria;Viajeros transportados;2015M05;.
06 Cantabria;Viajeros transportados;2015M04;.
06 Cantabria;Viajeros transportados;2015M03;.
06 Cantabria;Viajeros transportados;2015M02;.
06 Cantabria;Viajeros transportados;2015M01;.
06 Cantabria;Viajeros transportados;2014M12;.
06 Cantabria;Viajeros transportados;2014M11;.
06 Cantabria;Viajeros transportados;2014M10;.
06 Cantabria;Viajeros transportados;2014M09;.
06 Cantabria;Viajeros transportados;2014M08;.
06 Cantabria;Viajeros transportados;2014M07;.
06 Cantabria;Viajeros transportados;2014M06;.
06 Cantabria;Viajeros transportados;2014M05;.
06 Cantabria;Viajeros transportados;2014M04;.
06 Cantabria;Viajeros transportados;2014M03;.
06 Cantabria;Viajeros transportados;2014M02;.
06 Cantabria;Viajeros transportados;2014M01;.
06 Cantabria;Viajeros transportados;2013M12;.
06 Cantabria;Viajeros transportados;2013M11;.
06 Cantabria;Viajeros transportados;2013M10;.
06 Cantabria;Viajeros transportados;2013M09;.
06 Cantabria;Viajeros transportados;2013M08;.
06 Cantabria;Viajeros transportados;2013M07;.
06 Cantabria;Viajeros transportados;2013M06;.
06 Cantabria;Viajeros transportados;2013M05;.
06 Cantabria;Viajeros transportados;2013M04;.
06 Cantabria;Viajeros transportados;2013M03;.
06 Cantabria;Viajeros transportados;2013M02;.
06 Cantabria;Viajeros transportados;2013M01;.
06 Cantabria;Viajeros transportados;2012M12;.
06 Cantabria;Viajeros transportados;2012M11;.
06 Cantabria;Viajeros transportados;2012M10;.
06 Cantabria;Viajeros transportados;2012M09;.
06 Cantabria;Viajeros transportados;2012M08;.
06 Cantabria;Viajeros transportados;2012M07;.
06 Cantabria;Viajeros transportados;2012M06;.
06 Cantabria;Viajeros transportados;2012M05;.
06 Cantabria;Viajeros transportados;2012M04;.
06 Cantabria;Viajeros transportados;2012M03;.
06 Cantabria;Viajeros transportados;2012M02;.
06 Cantabria;Viajeros transportados;2012M01;.
06 Cantabria;Variación anual;2020M10;.
06 Cantabria;Variación anual;2020M09;.
06 Cantabria;Variación anual;2020M08;.
06 Cantabria;Variación anual;2020M07;.
06 Cantabria;Variación anual;2020M06;.
06 Cantabria;Variación anual;2020M05;.
06 Cantabria;Variación anual;2020M04;.
06 Cantabria;Variación anual;2020M03;.
06 Cantabria;Variación anual;2020M02;.
06 Cantabria;Variación anual;2020M01;.
06 Cantabria;Variación anual;2019M12;.
06 Cantabria;Variación anual;2019M11;.
06 Cantabria;Variación anual;2019M10;.
06 Cantabria;Variación anual;2019M09;.
06 Cantabria;Variación anual;2019M08;.
06 Cantabria;Variación anual;2019M07;.
06 Cantabria;Variación anual;2019M06;.
06 Cantabria;Variación anual;2019M05;.
06 Cantabria;Variación anual;2019M04;.
06 Cantabria;Variación anual;2019M03;.
06 Cantabria;Variación anual;2019M02;.
06 Cantabria;Variación anual;2019M01;.
06 Cantabria;Variación anual;2018M12;.
06 Cantabria;Variación anual;2018M11;.
06 Cantabria;Variación anual;2018M10;.
06 Cantabria;Variación anual;2018M09;.
06 Cantabria;Variación anual;2018M08;.
06 Cantabria;Variación anual;2018M07;.
06 Cantabria;Variación anual;2018M06;.
06 Cantabria;Variación anual;2018M05;.
06 Cantabria;Variación anual;2018M04;.
06 Cantabria;Variación anual;2018M03;.
06 Cantabria;Variación anual;2018M02;.
06 Cantabria;Variación anual;2018M01;.
06 Cantabria;Variación anual;2017M12;.
06 Cantabria;Variación anual;2017M11;.
06 Cantabria;Variación anual;2017M10;.
06 Cantabria;Variación anual;2017M09;.
06 Cantabria;Variación anual;2017M08;.
06 Cantabria;Variación anual;2017M07;.
06 Cantabria;Variación anual;2017M06;.
06 Cantabria;Variación anual;2017M05;.
06 Cantabria;Variación anual;2017M04;.
06 Cantabria;Variación anual;2017M03;.
06 Cantabria;Variación anual;2017M02;.
06 Cantabria;Variación anual;2017M01;.
06 Cantabria;Variación anual;2016M12;.
06 Cantabria;Variación anual;2016M11;.
06 Cantabria;Variación anual;2016M10;.
06 Cantabria;Variación anual;2016M09;.
06 Cantabria;Variación anual;2016M08;.
06 Cantabria;Variación anual;2016M07;.
06 Cantabria;Variación anual;2016M06;.
06 Cantabria;Variación anual;2016M05;.
06 Cantabria;Variación anual;2016M04;.
06 Cantabria;Variación anual;2016M03;.
06 Cantabria;Variación anual;2016M02;.
06 Cantabria;Variación anual;2016M01;.
06 Cantabria;Variación anual;2015M12;.
06 Cantabria;Variación anual;2015M11;.
06 Cantabria;Variación anual;2015M10;.
06 Cantabria;Variación anual;2015M09;.
06 Cantabria;Variación anual;2015M08;.
06 Cantabria;Variación anual;2015M07;.
06 Cantabria;Variación anual;2015M06;.
06 Cantabria;Variación anual;2015M05;.
06 Cantabria;Variación anual;2015M04;.
06 Cantabria;Variación anual;2015M03;.
06 Cantabria;Variación anual;2015M02;.
06 Cantabria;Variación anual;2015M01;.
06 Cantabria;Variación anual;2014M12;.
06 Cantabria;Variación anual;2014M11;.
06 Cantabria;Variación anual;2014M10;.
06 Cantabria;Variación anual;2014M09;.
06 Cantabria;Variación anual;2014M08;.
06 Cantabria;Variación anual;2014M07;.
06 Cantabria;Variación anual;2014M06;.
06 Cantabria;Variación anual;2014M05;.
06 Cantabria;Variación anual;2014M04;.
06 Cantabria;Variación anual;2014M03;.
06 Cantabria;Variación anual;2014M02;.
06 Cantabria;Variación anual;2014M01;.
06 Cantabria;Variación anual;2013M12;.
06 Cantabria;Variación anual;2013M11;.
06 Cantabria;Variación anual;2013M10;.
06 Cantabria;Variación anual;2013M09;.
06 Cantabria;Variación anual;2013M08;.
06 Cantabria;Variación anual;2013M07;.
06 Cantabria;Variación anual;2013M06;.
06 Cantabria;Variación anual;2013M05;.
06 Cantabria;Variación anual;2013M04;.
06 Cantabria;Variación anual;2013M03;.
06 Cantabria;Variación anual;2013M02;.
06 Cantabria;Variación anual;2013M01;.
06 Cantabria;Variación anual;2012M12;.
06 Cantabria;Variación anual;2012M11;.
06 Cantabria;Variación anual;2012M10;.
06 Cantabria;Variación anual;2012M09;.
06 Cantabria;Variación anual;2012M08;.
06 Cantabria;Variación anual;2012M07;.
06 Cantabria;Variación anual;2012M06;.
06 Cantabria;Variación anual;2012M05;.
06 Cantabria;Variación anual;2012M04;.
06 Cantabria;Variación anual;2012M03;.
06 Cantabria;Variación anual;2012M02;.
06 Cantabria;Variación anual;2012M01;.
06 Cantabria;Variación de la media en lo que va de año;2020M10;.
06 Cantabria;Variación de la media en lo que va de año;2020M09;.
06 Cantabria;Variación de la media en lo que va de año;2020M08;.
06 Cantabria;Variación de la media en lo que va de año;2020M07;.
06 Cantabria;Variación de la media en lo que va de año;2020M06;.
06 Cantabria;Variación de la media en lo que va de año;2020M05;.
06 Cantabria;Variación de la media en lo que va de año;2020M04;.
06 Cantabria;Variación de la media en lo que va de año;2020M03;.
06 Cantabria;Variación de la media en lo que va de año;2020M02;.
06 Cantabria;Variación de la media en lo que va de año;2020M01;.
06 Cantabria;Variación de la media en lo que va de año;2019M12;.
06 Cantabria;Variación de la media en lo que va de año;2019M11;.
06 Cantabria;Variación de la media en lo que va de año;2019M10;.
06 Cantabria;Variación de la media en lo que va de año;2019M09;.
06 Cantabria;Variación de la media en lo que va de año;2019M08;.
06 Cantabria;Variación de la media en lo que va de año;2019M07;.
06 Cantabria;Variación de la media en lo que va de año;2019M06;.
06 Cantabria;Variación de la media en lo que va de año;2019M05;.
06 Cantabria;Variación de la media en lo que va de año;2019M04;.
06 Cantabria;Variación de la media en lo que va de año;2019M03;.
06 Cantabria;Variación de la media en lo que va de año;2019M02;.
06 Cantabria;Variación de la media en lo que va de año;2019M01;.
06 Cantabria;Variación de la media en lo que va de año;2018M12;.
06 Cantabria;Variación de la media en lo que va de año;2018M11;.
06 Cantabria;Variación de la media en lo que va de año;2018M10;.
06 Cantabria;Variación de la media en lo que va de año;2018M09;.
06 Cantabria;Variación de la media en lo que va de año;2018M08;.
06 Cantabria;Variación de la media en lo que va de año;2018M07;.
06 Cantabria;Variación de la media en lo que va de año;2018M06;.
06 Cantabria;Variación de la media en lo que va de año;2018M05;.
06 Cantabria;Variación de la media en lo que va de año;2018M04;.
06 Cantabria;Variación de la media en lo que va de año;2018M03;.
06 Cantabria;Variación de la media en lo que va de año;2018M02;.
06 Cantabria;Variación de la media en lo que va de año;2018M01;.
06 Cantabria;Variación de la media en lo que va de año;2017M12;.
06 Cantabria;Variación de la media en lo que va de año;2017M11;.
06 Cantabria;Variación de la media en lo que va de año;2017M10;.
06 Cantabria;Variación de la media en lo que va de año;2017M09;.
06 Cantabria;Variación de la media en lo que va de año;2017M08;.
06 Cantabria;Variación de la media en lo que va de año;2017M07;.
06 Cantabria;Variación de la media en lo que va de año;2017M06;.
06 Cantabria;Variación de la media en lo que va de año;2017M05;.
06 Cantabria;Variación de la media en lo que va de año;2017M04;.
06 Cantabria;Variación de la media en lo que va de año;2017M03;.
06 Cantabria;Variación de la media en lo que va de año;2017M02;.
06 Cantabria;Variación de la media en lo que va de año;2017M01;.
06 Cantabria;Variación de la media en lo que va de año;2016M12;.
06 Cantabria;Variación de la media en lo que va de año;2016M11;.
06 Cantabria;Variación de la media en lo que va de año;2016M10;.
06 Cantabria;Variación de la media en lo que va de año;2016M09;.
06 Cantabria;Variación de la media en lo que va de año;2016M08;.
06 Cantabria;Variación de la media en lo que va de año;2016M07;.
06 Cantabria;Variación de la media en lo que va de año;2016M06;.
06 Cantabria;Variación de la media en lo que va de año;2016M05;.
06 Cantabria;Variación de la media en lo que va de año;2016M04;.
06 Cantabria;Variación de la media en lo que va de año;2016M03;.
06 Cantabria;Variación de la media en lo que va de año;2016M02;.
06 Cantabria;Variación de la media en lo que va de año;2016M01;.
06 Cantabria;Variación de la media en lo que va de año;2015M12;.
06 Cantabria;Variación de la media en lo que va de año;2015M11;.
06 Cantabria;Variación de la media en lo que va de año;2015M10;.
06 Cantabria;Variación de la media en lo que va de año;2015M09;.
06 Cantabria;Variación de la media en lo que va de año;2015M08;.
06 Cantabria;Variación de la media en lo que va de año;2015M07;.
06 Cantabria;Variación de la media en lo que va de año;2015M06;.
06 Cantabria;Variación de la media en lo que va de año;2015M05;.
06 Cantabria;Variación de la media en lo que va de año;2015M04;.
06 Cantabria;Variación de la media en lo que va de año;2015M03;.
06 Cantabria;Variación de la media en lo que va de año;2015M02;.
06 Cantabria;Variación de la media en lo que va de año;2015M01;.
06 Cantabria;Variación de la media en lo que va de año;2014M12;.
06 Cantabria;Variación de la media en lo que va de año;2014M11;.
06 Cantabria;Variación de la media en lo que va de año;2014M10;.
06 Cantabria;Variación de la media en lo que va de año;2014M09;.
06 Cantabria;Variación de la media en lo que va de año;2014M08;.
06 Cantabria;Variación de la media en lo que va de año;2014M07;.
06 Cantabria;Variación de la media en lo que va de año;2014M06;.
06 Cantabria;Variación de la media en lo que va de año;2014M05;.
06 Cantabria;Variación de la media en lo que va de año;2014M04;.
06 Cantabria;Variación de la media en lo que va de año;2014M03;.
06 Cantabria;Variación de la media en lo que va de año;2014M02;.
06 Cantabria;Variación de la media en lo que va de año;2014M01;.
06 Cantabria;Variación de la media en lo que va de año;2013M12;.
06 Cantabria;Variación de la media en lo que va de año;2013M11;.
06 Cantabria;Variación de la media en lo que va de año;2013M10;.
06 Cantabria;Variación de la media en lo que va de año;2013M09;.
06 Cantabria;Variación de la media en lo que va de año;2013M08;.
06 Cantabria;Variación de la media en lo que va de año;2013M07;.
06 Cantabria;Variación de la media en lo que va de año;2013M06;.
06 Cantabria;Variación de la media en lo que va de año;2013M05;.
06 Cantabria;Variación de la media en lo que va de año;2013M04;.
06 Cantabria;Variación de la media en lo que va de año;2013M03;.
06 Cantabria;Variación de la media en lo que va de año;2013M02;.
06 Cantabria;Variación de la media en lo que va de año;2013M01;.
06 Cantabria;Variación de la media en lo que va de año;2012M12;.
06 Cantabria;Variación de la media en lo que va de año;2012M11;.
06 Cantabria;Variación de la media en lo que va de año;2012M10;.
06 Cantabria;Variación de la media en lo que va de año;2012M09;.
06 Cantabria;Variación de la media en lo que va de año;2012M08;.
06 Cantabria;Variación de la media en lo que va de año;2012M07;.
06 Cantabria;Variación de la media en lo que va de año;2012M06;.
06 Cantabria;Variación de la media en lo que va de año;2012M05;.
06 Cantabria;Variación de la media en lo que va de año;2012M04;.
06 Cantabria;Variación de la media en lo que va de año;2012M03;.
06 Cantabria;Variación de la media en lo que va de año;2012M02;.
06 Cantabria;Variación de la media en lo que va de año;2012M01;.
07 Castilla y León;Viajeros transportados;2020M10;3.586
07 Castilla y León;Viajeros transportados;2020M09;3.293
07 Castilla y León;Viajeros transportados;2020M08;2.586
07 Castilla y León;Viajeros transportados;2020M07;2.970
07 Castilla y León;Viajeros transportados;2020M06;2.009
